energy,intensity
5.7,2.5797e-06
5.746,2.8319315827272726
5.75,0.012162043363636365
5.950200000000001,0.6496118181818182
5.954,0.0028363636363636364
6.073600000000001,1.9366454545454546
6.077,0.008237272727272728
6.154400000000001,0.6496118181818182
6.1579999999999995,0.0028363636363636364
6.358600000000001,0.6496118181818182
6.361999999999999,0.0028363636363636364
6.401200000000001,1.9366454545454546
6.404,0.008237272727272728
6.459,0.59048364
6.46,0.0026333050000000003
6.496,0.59048364
6.5,0.0026473525
6.537,0.7824880667272728
6.54,0.003610835772727273
6.562800000000001,0.6496118181818182
6.565999999999999,0.0028363636363636364
6.7288000000000014,1.9366454545454546
6.731,0.008237272727272728
6.7412,0.6273672727272728
6.744,0.002872727272727273
6.767000000000001,0.6496118181818182
6.769999999999999,0.0028363636363636364
6.9454,0.6273672727272728
6.9479999999999995,0.002872727272727273
6.971200000000001,0.6496118181818182
6.973999999999998,0.0028363636363636364
7.056400000000002,1.9366454545454546
7.058,0.008237272727272728
7.1496,0.6273672727272728
7.151999999999999,0.002872727272727273
7.1754000000000016,0.6496118181818182
7.177999999999998,0.0028363636363636364
7.2,0.007604425254545455
7.204,2.1015092554545456
7.25,5.67473421
7.3,5.179e-05
7.353800000000001,0.6273672727272728
7.355999999999999,0.002872727272727273
7.37,0.008267575000000001
7.372,2.30940785
7.378,5.2002955
7.379600000000002,0.6496118181818182
7.38,0.023220249999999998
7.381999999999998,0.0028363636363636364
7.382,0.0016545454545454543
7.384000000000002,1.9366454545454546
7.385,0.008237272727272728
7.3858,0.4610445454545455
7.4,5.87e-05
7.558000000000001,0.6273672727272728
7.559999999999999,0.002872727272727273
7.564,0.0016545454545454543
7.5676,0.4610445454545455
7.583800000000002,0.6496118181818182
7.585999999999998,0.0028363636363636364
7.63,0.005209090909090909
7.6307,0.005209090909090909
7.6314,0.005209090909090909
7.6321,0.005209090909090909
7.6328000000000005,0.005209090909090909
7.633500000000001,0.005209090909090909
7.634200000000001,0.005209090909090909
7.634900000000001,0.005209090909090909
7.635600000000001,0.005209090909090909
7.636300000000001,0.005209090909090909
7.637000000000001,0.005209090909090909
7.7,1.1008e-05
7.7116000000000025,1.9366454545454546
7.712,0.008237272727272728
7.74,0.00456388
7.744,1.03765639
7.746,0.0016545454545454543
7.7494,0.4610445454545455
7.762200000000001,0.6273672727272728
7.7639999999999985,0.002872727272727273
7.788000000000002,0.6496118181818182
7.789999999999997,0.0028363636363636364
7.928000000000001,0.0016545454545454543
7.9312,0.4610445454545455
7.966400000000001,0.6273672727272728
7.967999999999998,0.002872727272727273
8.039,0.008237272727272728
8.039200000000003,1.9366454545454546
8.110000000000001,0.0016545454545454543
8.113,0.4610445454545455
8.169,0.037292572
8.17,0.0001773862
8.1706,0.6273672727272728
8.171999999999999,0.002872727272727273
8.2,3.4519999999999994e-07
8.292000000000002,0.0016545454545454543
8.2948,0.4610445454545455
8.366,0.008237272727272728
8.366800000000003,1.9366454545454546
8.3748,0.6273672727272728
8.376,0.002872727272727273
8.4,9.646e-06
8.42,0.004923352
8.421,1.05062781
8.474000000000002,0.0016545454545454543
8.476600000000001,0.4610445454545455
8.5,9.646e-06
8.535,1.05062781
8.54,0.004923352
8.579,0.6273672727272728
8.58,0.002872727272727273
8.656000000000002,0.0016545454545454543
8.658400000000002,0.4610445454545455
8.693,0.008237272727272728
8.694400000000003,1.9366454545454546
8.7,4.5399999999999996e-07
8.719,0.399352026
8.72,0.0014517686
8.75,0.0021273102
8.753,0.587186881
8.8,6.806e-07
8.838000000000003,0.0016545454545454543
8.840200000000003,0.4610445454545455
9.017,0.012468181818181817
9.0175,0.012468181818181817
9.018,0.012468181818181817
9.018500000000001,0.012468181818181817
9.019000000000002,0.012468181818181817
9.019500000000003,0.012468181818181817
9.02,0.008237272727272728
9.020000000000003,0.014122727272727271
9.020500000000004,0.012468181818181817
9.021000000000004,0.012468181818181817
9.021500000000005,0.012468181818181817
9.022000000000004,2.39769
9.022000000000006,0.012468181818181817
45.2,0.00013376
45.207,6.3287837
45.21,0.00274617
45.998,11.204932000000001
46.0,0.0051196
51.946,0.7417363636363636
51.95,0.00025454545454545456
52.0008,0.32831818181818184
52.004000000000005,0.00011272727272727272
52.0556,0.32831818181818184
52.05800000000001,0.00011272727272727272
52.1104,0.32831818181818184
52.11200000000001,0.00011272727272727272
52.1149,0.41341818181818185
52.119,0.0001418181818181818
52.1652,0.32831818181818184
52.16600000000001,0.00011272727272727272
52.22,0.32831818181818184
52.22000000000001,0.00011272727272727272
52.274000000000015,0.00011272727272727272
52.2748,0.32831818181818184
52.2838,0.41341818181818185
52.288,0.0001418181818181818
52.32800000000002,0.00011272727272727272
52.3296,0.32831818181818184
52.38200000000002,0.00011272727272727272
52.3844,0.32831818181818184
52.43600000000002,0.00011272727272727272
52.4392,0.32831818181818184
52.4527,0.41341818181818185
52.456999999999994,0.0001418181818181818
52.49000000000002,0.00011272727272727272
52.494,0.32831818181818184
52.6216,0.41341818181818185
52.62599999999999,0.0001418181818181818
52.7905,0.41341818181818185
52.79499999999999,0.0001418181818181818
52.9594,0.41341818181818185
52.963999999999984,0.0001418181818181818
53.1283,0.41341818181818185
53.13299999999998,0.0001418181818181818
53.297200000000004,0.41341818181818185
53.30199999999998,0.0001418181818181818
53.461,0.08546636363636363
53.4644,0.08546636363636363
53.466100000000004,0.41341818181818185
53.4678,0.08546636363636363
53.470999999999975,0.0001418181818181818
53.471199999999996,0.08546636363636363
53.474599999999995,0.08546636363636363
53.477999999999994,0.08546636363636363
53.481399999999994,0.08546636363636363
53.48479999999999,0.08546636363636363
53.48819999999999,0.08546636363636363
53.49159999999999,0.08546636363636363
53.49499999999999,0.08546636363636363
53.635000000000005,0.41341818181818185
53.63999999999997,0.0001418181818181818
