energy,intensity
10.622,0.4671974
12.195,0.8268695
12.338,0.8268695
13.661,0.35562023000000004
14.235,7.285666
14.746,0.11075120000000001
14.824,0.12067748
15.196,1.7175899000000001
15.234,12.75563
15.374,0.029281638999999998
15.409,0.30404974
15.444,0.1066489
17.274,0.09623680999999999
17.846,2.9265263999999998
18.177,0.02994507
18.235,2.9265263999999998
18.353,0.03262326
18.411,0.52307886
18.448,0.005023260999999999
19.056,0.014355499999999998
19.215,0.002605099
85.432,2.165358
88.471,3.5554230000000002
100.119,1.2441980000000001
102.948,0.4079211
