z_parent,n_parent,elem_parent,parent_l_seqno,decay,z_daughter,n_daughter,elem_daughter,shell,energy,old_energy,intensity,intensity_unc_abs,from_gamma_energy,conversion_coeff_shell
81,127,Tl,0,B-,82,126,Pb,L3N1,12.142,12.14,0.00094,0.00015444828352839898,722.04,
81,127,Tl,0,B-,82,126,Pb,L1M2,12.307,12.31,4.4e-05,0.00000668114942898958,722.04,
81,127,Tl,0,B-,82,126,Pb,L,12.522,9.18 - 15.86,0.0029,0.0004256817819821697,722.04,0.00539 16
81,127,Tl,0,B-,82,126,Pb,L3N45,12.611,12.60 - 12.62,1.4e-05,0.000002646566720720529,722.04,
81,127,Tl,0,B-,82,126,Pb,L2M4,12.614,12.61,0.00077,0.0001221463305312236,722.04,
81,127,Tl,0,B-,82,126,Pb,L1M3,12.795,12.80,4.8e-05,0.000007339629108539805,722.04,
81,127,Tl,0,B-,82,126,Pb,L3O1,12.888,12.89,0.00021,0.00003476297105601175,722.04,
81,127,Tl,0,B-,82,126,Pb,L3O45,13.015,13.01 - 13.02,3e-06,0.0000005086372930743014,722.04,
81,127,Tl,0,B-,82,126,Pb,L3P1,13.026,13.03,2.8e-05,0.000004553889569496235,722.04,
81,127,Tl,0,B-,82,126,Pb,L2,13.274,11.35 - 15.20,0.00098,0.00015589230487320275,722.04,0.000493 9
81,127,Tl,0,B-,82,126,Pb,L1,14.083,12.31 - 15.86,0.000123,0.000018648345498513694,722.04,0.00480 16
81,127,Tl,0,B-,82,126,Pb,L2N1,14.307,14.31,5.5e-06,0.000000878489574169456,722.04,
81,127,Tl,0,B-,82,126,Pb,L2N4,14.765,14.77,0.00016,0.000026211817298815536,722.04,
81,127,Tl,0,B-,82,126,Pb,L2O1,15.053,15.05,0.00016,0.000026211817298815536,722.04,
81,127,Tl,0,B-,82,126,Pb,L1N2,15.098,15.10,1.15e-05,0.000001755383678661324,722.04,
81,127,Tl,0,B-,82,126,Pb,L2O4,15.179,15.18,2.2e-05,0.0000035441882775009243,722.04,
81,127,Tl,0,B-,82,126,Pb,L2P1,15.191,15.19,2e-07,0.00000010291952300407964,722.04,
81,127,Tl,0,B-,82,126,Pb,L1N3,15.216,15.22,1.4e-05,0.0000021294579522151545,722.04,
81,127,Tl,0,B-,82,126,Pb,L1O23,15.766,15.76 - 15.78,5e-06,0.0000007670455489125883,722.04,
81,127,Tl,0,B-,82,126,Pb,L1P23,15.86,15.86,1.7e-07,0.000000028853606430319563,722.04,
81,127,Tl,0,B-,82,126,Pb,KA2,72.805,72.81,0.0022,0.000367384965004936,722.04,0.0320 11
81,127,Tl,0,B-,82,126,Pb,KA1,74.97,74.97,0.0036,0.0006172657952031076,722.04,0.0320 11
81,127,Tl,0,B-,82,126,Pb,KpB1,84.986,84.45 - 85.52,0.00124,0.00021176382695409693,722.04,
81,127,Tl,0,B-,82,126,Pb,KB,86.022,84.45 - 87.59,0.0016,0.00027564688454905504,722.04,0.0320 11
81,127,Tl,0,B-,82,126,Pb,KpB2,87.301,87.24 - 87.36,0.00037,0.00006425207880421254,722.04,
81,127,Tl,0,B-,82,126,Pb,L3M1,9.184,9.18,0.000373,0.000012575171138836278,763.13,
81,127,Tl,0,B-,82,126,Pb,L3M4,10.449,10.45,0.000721,0.000024388035287519462,763.13,
81,127,Tl,0,B-,82,126,Pb,L3M5,10.551,10.55,0.000721,0.000024388035287519462,763.13,
81,127,Tl,0,B-,82,126,Pb,L3,11.109,9.18 - 13.03,0.0092,0.00029556859861989987,763.13,3.16E-5 19
81,127,Tl,0,B-,82,126,Pb,L2M1,11.349,11.35,0.000143,0.000004685844472243155,763.13,
81,127,Tl,0,B-,82,126,Pb,L3N1,12.142,12.14,0.00634,0.00021429056679085382,763.13,
81,127,Tl,0,B-,82,126,Pb,L1M2,12.307,12.31,0.000299,0.00001034895995354161,763.13,
81,127,Tl,0,B-,82,126,Pb,L,12.522,9.18 - 15.86,0.0192,0.0008617575714223118,763.13,0.00484 8
81,127,Tl,0,B-,82,126,Pb,L3N45,12.611,12.60 - 12.62,9.3e-05,0.000009642641675059902,763.13,
81,127,Tl,0,B-,82,126,Pb,L2M4,12.614,12.61,0.00516,0.00017546487382746328,763.13,
81,127,Tl,0,B-,82,126,Pb,L1M3,12.795,12.80,0.000328,0.000011534901363033527,763.13,
81,127,Tl,0,B-,82,126,Pb,L3O1,12.888,12.89,0.00143,0.000048297055081996204,763.13,
81,127,Tl,0,B-,82,126,Pb,L3O45,13.015,13.01 - 13.02,2.02e-05,0.000001123272659277312,763.13,
81,127,Tl,0,B-,82,126,Pb,L3P1,13.026,13.03,0.000187,0.000006301724360490854,763.13,
81,127,Tl,0,B-,82,126,Pb,L2,13.274,11.35 - 15.20,0.00661,0.00020813451407769644,763.13,0.000412 6
81,127,Tl,0,B-,82,126,Pb,L1,14.083,12.31 - 15.86,0.00084,0.000027406728441470356,763.13,0.00439 8
81,127,Tl,0,B-,82,126,Pb,L2N1,14.307,14.31,3.7e-05,0.0000013397600738439446,763.13,
81,127,Tl,0,B-,82,126,Pb,L2N4,14.765,14.77,0.00111,0.00003668631278597961,763.13,
81,127,Tl,0,B-,82,126,Pb,L2O1,15.053,15.05,0.00111,0.00003668631278597961,763.13,
81,127,Tl,0,B-,82,126,Pb,L1N2,15.098,15.10,7.9e-05,0.000002706186935523534,763.13,
81,127,Tl,0,B-,82,126,Pb,L2O4,15.179,15.18,0.00015,0.000004905927113819845,763.13,
81,127,Tl,0,B-,82,126,Pb,L2P1,15.191,15.19,1.3e-06,0.0000006619481918557479,763.13,
81,127,Tl,0,B-,82,126,Pb,L1N3,15.216,15.22,9.5e-05,0.000003234541249875721,763.13,
81,127,Tl,0,B-,82,126,Pb,L1O23,15.766,15.76 - 15.78,3.43e-05,0.0000011990806363824584,763.13,
81,127,Tl,0,B-,82,126,Pb,L1P23,15.86,15.86,1.17e-06,0.00000009207653988296843,763.13,
81,127,Tl,0,B-,82,126,Pb,KA2,72.805,72.81,0.0146,0.0003645921492238367,763.13,0.0290 5
81,127,Tl,0,B-,82,126,Pb,KA1,74.97,74.97,0.0245,0.0006040479471519214,763.13,0.0290 5
81,127,Tl,0,B-,82,126,Pb,KpB1,84.986,84.45 - 85.52,0.00838,0.00024063251713985504,763.13,
81,127,Tl,0,B-,82,126,Pb,KB,86.022,84.45 - 87.59,0.0109,0.0003104922999446385,763.13,0.0290 5
81,127,Tl,0,B-,82,126,Pb,KpB2,87.301,87.24 - 87.36,0.00253,0.00008387320992616764,763.13,
81,127,Tl,0,B-,82,126,Pb,L3M1,9.184,9.184,0.00195,0.00005650435983848503,860.557,
81,127,Tl,0,B-,82,126,Pb,L3M4,10.449,10.449,0.00376,0.0001096965885447022,860.557,
81,127,Tl,0,B-,82,126,Pb,L3M5,10.551,10.551,0.00376,0.0001096965885447022,860.557,
81,127,Tl,0,B-,82,126,Pb,L3,11.109,9.184 - 13.034,0.0478,0.0013062957013078417,860.557,2.174E-5 31
81,127,Tl,0,B-,82,126,Pb,L2M1,11.349,11.349,0.000744,0.0000210636898156497,860.557,
81,127,Tl,0,B-,82,126,Pb,L3N1,12.142,12.142,0.0331,0.0009637331802831809,860.557,
81,127,Tl,0,B-,82,126,Pb,L1M2,12.307,12.307,0.00155,0.00004787380921121811,860.557,
81,127,Tl,0,B-,82,126,Pb,L,12.522,9.184 - 15.860,0.1,0.0042321471331979495,860.557,0.00360 5
81,127,Tl,0,B-,82,126,Pb,L3N45,12.611,12.600 - 12.622,0.00049,0.00004965504064677499,860.557,
81,127,Tl,0,B-,82,126,Pb,L2M4,12.614,12.614,0.0269,0.0007978933727838715,860.557,
81,127,Tl,0,B-,82,126,Pb,L1M3,12.795,12.795,0.0017,0.00005356238856532981,860.557,
81,127,Tl,0,B-,82,126,Pb,L3O1,12.888,12.888,0.00745,0.00021731335928279908,860.557,
81,127,Tl,0,B-,82,126,Pb,L3O45,13.015,13.014 - 13.016,0.000105,0.000005580313629010055,860.557,
81,127,Tl,0,B-,82,126,Pb,L3P1,13.026,13.026,0.00098,0.000028313644721670553,860.557,
81,127,Tl,0,B-,82,126,Pb,L2,13.274,11.349 - 15.199,0.0344,0.0009215553304887314,860.557,0.000294 4
81,127,Tl,0,B-,82,126,Pb,L1,14.083,12.307 - 15.860,0.00433,0.0001248981364517998,860.557,0.00325 5
81,127,Tl,0,B-,82,126,Pb,L2N1,14.307,14.307,0.000193,0.00000620439391648669,860.557,
81,127,Tl,0,B-,82,126,Pb,L2N4,14.765,14.765,0.00578,0.0001653499105506241,860.557,
81,127,Tl,0,B-,82,126,Pb,L2O1,15.053,15.053,0.00578,0.0001653499105506241,860.557,
81,127,Tl,0,B-,82,126,Pb,L1N2,15.098,15.098,0.000407,0.000012502809161965535,860.557,
81,127,Tl,0,B-,82,126,Pb,L2O4,15.179,15.179,0.000782,0.000022024161151767652,860.557,
81,127,Tl,0,B-,82,126,Pb,L2P1,15.191,15.191,7e-06,0.0000034489923566935164,860.557,
81,127,Tl,0,B-,82,126,Pb,L1N3,15.216,15.216,0.000494,0.000014883126602171702,860.557,
81,127,Tl,0,B-,82,126,Pb,L1O23,15.766,15.756 - 15.777,0.000178,0.000005560285838435658,860.557,
81,127,Tl,0,B-,82,126,Pb,L1P23,15.86,15.860,6.1e-06,0.0000004672610404835417,860.557,
81,127,Tl,0,B-,82,126,Pb,KA2,72.805,72.805,0.0762,0.0013245884071591194,860.557,0.0217 3
81,127,Tl,0,B-,82,126,Pb,KA1,74.97,74.970,0.128,0.002160210772126395,860.557,0.0217 3
81,127,Tl,0,B-,82,126,Pb,KpB1,84.986,84.451 - 85.521,0.0438,0.000980997248816849,860.557,
81,127,Tl,0,B-,82,126,Pb,KB,86.022,84.451 - 87.592,0.057,0.001258374546455746,860.557,0.0217 3
81,127,Tl,0,B-,82,126,Pb,KpB2,87.301,87.242 - 87.360,0.0132,0.0003683113457695651,860.557,
