100 0.191000 0.800000 0.300000 1.000000
200 0.191000 0.800000 0.300000 1.000000
300 0.191000 0.800000 0.300000 1.000000
301 0.878000 0.792000 0.184000 1.000000
302 0.800000 0.190000 0.190000 1.000000
303 0.878000 0.792000 0.184000 1.000000
400 0.361000 0.627000 0.616000 1.000000
401 0.191000 0.800000 0.300000 1.000000
402 0.800000 0.190000 0.190000 1.000000
403 0.361000 0.627000 0.616000 1.000000
404 0.800000 0.190000 0.190000 1.000000
405 0.878000 0.792000 0.184000 1.000000
500 0.800000 0.190000 0.190000 1.000000
501 0.800000 0.190000 0.190000 1.000000
600 0.800000 0.190000 0.190000 1.000000
700 0.878000 0.792000 0.184000 1.000000
800 0.800000 0.190000 0.190000 1.000000
801 0.800000 0.190000 0.190000 1.000000
802 0.800000 0.190000 0.190000 1.000000
803 0.800000 0.190000 0.190000 1.000000
804 0.800000 0.190000 0.190000 1.000000
805 0.800000 0.190000 0.190000 1.000000
806 0.800000 0.190000 0.190000 1.000000
807 0.800000 0.190000 0.190000 1.000000
808 0.191000 0.800000 0.300000 1.000000
900 0.800000 0.190000 0.190000 1.000000
910 0.200000 0.400000 0.808000 1.000000
1000 0.800000 0.190000 0.190000 1.000000
1010 0.200000 0.400000 0.808000 1.000000
1100 0.800000 0.190000 0.190000 1.000000
1110 0.200000 0.400000 0.808000 1.000000
1200 0.800000 0.190000 0.190000 1.000000
1210 0.200000 0.400000 0.808000 1.000000
1300 1.000000 1.000000 1.000000 1.000000
1400 0.800000 0.190000 0.190000 1.000000
1500 0.369000 0.369000 0.400000 1.000000
1600 1.000000 1.000000 1.000000 1.000000
1700 0.800000 0.190000 0.190000 1.000000 
1800 0.369000 0.369000 0.400000 1.000000
1900 1.000000 1.000000 1.000000 1.000000
2000 0.800000 0.190000 0.190000 1.000000
2100 0.369000 0.369000 0.400000 1.000000
2200 1.000000 1.000000 1.000000 1.000000
2300 0.800000 0.190000 0.190000 1.000000
2400 1.000000 1.000000 1.000000 1.000000
2500 0.800000 0.190000 0.190000 1.000000
2600 1.000000 1.000000 1.000000 1.000000
2700 0.800000 0.190000 0.190000 1.000000
2800 1.000000 1.000000 1.000000 1.000000
2900 0.800000 0.190000 0.190000 1.000000
3000 0.369000 0.369000 0.400000 1.000000
3100 1.000000 1.000000 1.000000 1.000000
3200 0.800000 0.190000 0.190000 1.000000
3300 0.369000 0.369000 0.400000 1.000000
3400 1.000000 1.000000 1.000000 1.000000
3500 0.800000 0.190000 0.190000 1.000000
3600 0.369000 0.369000 0.400000 1.000000
3700 1.000000 1.000000 1.000000 1.000000
3800 0.800000 0.190000 0.190000 1.000000
3900 1.000000 1.000000 1.000000 1.000000
4000 0.800000 0.190000 0.190000 1.000000
4100 1.000000 1.000000 1.000000 1.000000
4200 0.800000 0.190000 0.190000 1.000000
4300 1.000000 1.000000 1.000000 1.000000 
4400 0.800000 0.190000 0.190000 1.000000
4500 1.000000 1.000000 1.000000 1.000000
4600 0.800000 0.190000 0.190000 1.000000
4700 1.000000 1.000000 1.000000 1.000000
4800 0.800000 0.190000 0.190000 1.000000
4900 1.000000 1.000000 1.000000 1.000000
5000 0.800000 0.190000 0.190000 1.000000
5100 1.000000 1.000000 1.000000 1.000000
5200 0.800000 0.190000 0.190000 1.000000
5300 1.000000 1.000000 1.000000 1.000000
5400 0.800000 0.190000 0.190000 1.000000
5500 1.000000 1.000000 1.000000 1.000000
5600 0.800000 0.190000 0.190000 1.000000
5700 1.000000 1.000000 1.000000 1.000000
5800 1.000000 1.000000 1.000000 1.000000
6100 0.800000 0.190000 0.190000 1.000000
6200 0.878000 0.792000 0.184000 1.000000
6300 0.878000 0.792000 0.184000 1.000000
6400 0.878000 0.792000 0.184000 1.000000
6500 0.878000 0.792000 0.184000 1.000000
6600 0.800000 0.190000 0.190000 1.000000
6601 0.191000 0.800000 0.300000 1.000000
6700 1.000000 0.000000 1.000000 1.000000
6701 0.200000 0.400000 0.808000 1.000000
6702 0.439000 0.596000 0.839000 1.000000
6800 0.800000 0.190000 0.190000 1.000000 
6801 0.191000 0.800000 0.300000 1.000000
6900 1.000000 0.000000 1.000000 1.000000
6901 0.200000 0.400000 0.808000 1.000000
6902 0.439000 0.596000 0.839000 1.000000
7000 0.361000 0.627000 0.616000 1.000000
7100 0.191000 0.800000 0.300000 1.000000
7200 0.191000 0.800000 0.300000 1.000000
7201 0.800000 0.190000 0.190000 1.000000
7202 0.800000 0.190000 0.190000 1.000000
7203 0.191000 0.800000 0.300000 1.000000
7300 0.369000 0.369000 0.400000 1.000000
7400 0.878000 0.792000 0.184000 1.000000
7401 0.800000 0.190000 0.190000 1.000000
7402 0.878000 0.792000 0.184000 1.000000
7403 0.878000 0.792000 0.184000 1.000000
7500 0.191000 0.800000 0.300000 1.000000
7501 0.369000 0.369000 0.400000 1.000000
7600 0.361000 0.627000 0.616000 1.000000
7601 0.800000 0.190000 0.190000 1.000000
7602 0.714000 0.428400 0.181440 1.000000
7700 0.369000 0.369000 0.400000 1.000000
7800 0.361000 0.627000 0.616000 1.000000
7801 0.800000 0.190000 0.190000 1.000000
7802 0.714000 0.428400 0.181440 1.000000
7900 0.369000 0.369000 0.400000 1.000000
8000 0.361000 0.627000 0.616000 1.000000
8001 0.800000 0.190000 0.190000 1.000000
8002 0.714000 0.428400 0.181440 1.000000
8100 0.369000 0.369000 0.400000 1.000000
8200 0.361000 0.627000 0.616000 1.000000
8201 0.800000 0.190000 0.190000 1.000000
8202 0.714000 0.428400 0.181440 1.000000
8300 0.369000 0.369000 0.400000 1.000000
8400 0.361000 0.627000 0.616000 1.000000
8401 0.800000 0.190000 0.190000 1.000000
8402 0.714000 0.428400 0.181440 1.000000
8500 0.369000 0.369000 0.400000 1.000000
8600 0.714000 0.428400 0.181440 1.000000
8700 0.800000 0.190000 0.190000 1.000000
8800 0.800000 0.190000 0.190000 1.000000
8900 1.000000 0.000000 1.000000 1.000000
9000 0.191000 0.800000 0.300000 1.000000
9100 0.878000 0.792000 0.184000 1.000000
9200 1.000000 0.000000 1.000000 1.000000
9300 0.191000 0.800000 0.300000 1.000000
9400 0.878000 0.792000 0.184000 1.000000
9500 0.878000 0.792000 0.184000 1.000000
9700 0.439000 0.596000 0.839000 1.000000
9900 0.439000 0.596000 0.839000 1.000000
10000 0.191000 0.800000 0.300000 1.000000
10100 0.191000 0.800000 0.300000 1.000000
10200 0.191000 0.800000 0.300000 1.000000
10300 0.191000 0.800000 0.300000 1.000000
10400 0.191000 0.800000 0.300000 1.000000
10500 0.191000 0.800000 0.300000 1.000000
10600 0.780392 0.568627 0.113725 0.010000
10700 0.780392 0.568627 0.113725 0.010000
10800 0.780392 0.568627 0.113725 0.010000
10900 0.780392 0.568627 0.113725 0.010000
11000 0.191000 0.800000 0.300000 1.000000
11001 0.800000 0.190000 0.190000 1.000000
11002 0.191000 0.800000 0.300000 1.000000
11003 0.369000 0.369000 0.400000 1.000000
11100 0.800000 0.190000 0.190000 1.000000
11200 0.800000 0.190000 0.190000 1.000000
11300 0.550000 0.550000 0.550000 1.000000
11400 0.361000 0.627000 0.616000 1.000000
11500 0.200000 0.400000 0.808000 1.000000
11600 1.000000 0.913726 0.913726 0.020000
11700 1.000000 0.913726 0.913726 0.020000
11800 1.000000 0.913726 0.913726 0.020000
11900 1.000000 0.913726 0.913726 0.020000
12000 0.191000 0.800000 0.300000 1.000000
12100 0.191000 0.800000 0.300000 1.000000
12200 1.000000 0.752941 0.627451 0.010000
12201 1.000000 0.752941 0.627451 0.010000
12300 1.000000 0.752941 0.627451 0.010000
12301 1.000000 0.752941 0.627451 0.010000
12400 1.000000 0.752941 0.627451 0.010000
12401 1.000000 0.752941 0.627451 0.010000
12500 1.000000 0.752941 0.627451 0.010000
12501 1.000000 0.752941 0.627451 0.010000
12600 1.000000 1.000000 1.000000 1.000000
12700 0.191000 0.800000 0.300000 1.000000
12800 1.000000 1.000000 1.000000 1.000000
12801 0.191000 0.800000 0.300000 1.000000
12900 0.369000 0.369000 0.400000 1.000000
13000 0.369000 0.369000 0.400000 1.000000
13100 0.550000 0.550000 0.550000 1.000000
13200 1.000000 0.000000 1.000000 1.000000
13300 0.800000 0.190000 0.190000 1.000000
13301 0.800000 0.190000 0.190000 1.000000
13400 0.361000 0.627000 0.616000 1.000000
13500 0.878000 0.792000 0.184000 1.000000
13600 0.878000 0.792000 0.184000 1.000000
13700 0.878000 0.792000 0.184000 1.000000
13701 0.800000 0.190000 0.190000 1.000000
13800 0.369000 0.369000 0.400000 1.000000
13900 0.191000 0.800000 0.300000 1.000000
14000 0.369000 0.369000 0.400000 1.000000
